state,district,name,party,incumbent,winner,type of contribution,amount,percentage
Georgia,GA05,Kwanza Hall,D,False,False,Candidate self-financing,0,0.0
Georgia,GA05,Kwanza Hall,D,False,False,Other,-3000,-0.0125
Georgia,GA05,Barrington Martin II,D,False,False,Small Individual Contributions (≤ $200),6842,0.41409999999999997
Georgia,GA05,Barrington Martin II,D,False,False,Large Individual Contributions,9680,0.5859000000000001
Georgia,GA05,Barrington Martin II,D,False,False,PAC Contributions*,0,0.0
Georgia,GA05,Barrington Martin II,D,False,False,Candidate self-financing,0,0.0
Georgia,GA05,Barrington Martin II,D,False,False,Other,0,0.0
Georgia,GA05,Chase Oliver,L,False,False,Small Individual Contributions (≤ $200),2605,0.2824
Georgia,GA05,Chase Oliver,L,False,False,Large Individual Contributions,1400,0.1518
Georgia,GA05,Chase Oliver,L,False,False,PAC Contributions*,0,0.0
Georgia,GA05,Chase Oliver,L,False,False,Candidate self-financing,0,0.0
Georgia,GA05,Chase Oliver,L,False,False,Other,5220,0.5658
Georgia,GA05,Steven Muhammad,I,False,False,Small Individual Contributions (≤ $200),1477,0.4224
Georgia,GA05,Steven Muhammad,I,False,False,Large Individual Contributions,750,0.2145
Georgia,GA05,Steven Muhammad,I,False,False,PAC Contributions*,0,0.0
Georgia,GA05,Steven Muhammad,I,False,False,Candidate self-financing,1270,0.36310000000000003
Georgia,GA05,Steven Muhammad,I,False,False,Other,0,0.0
Georgia,GA05,Keisha Waites,D,False,False,Small Individual Contributions (≤ $200),625,0.7143
Georgia,GA05,Keisha Waites,D,False,False,Large Individual Contributions,250,0.2857
Georgia,GA05,Keisha Waites,D,False,False,PAC Contributions*,0,0.0
Georgia,GA05,Keisha Waites,D,False,False,Candidate self-financing,0,0.0
Georgia,GA05,Keisha Waites,D,False,False,Other,0,0.0
Georgia,GA06,Lucy McBath,D,True,True,Small Individual Contributions (≤ $200),2260189,0.2657
Georgia,GA06,Lucy McBath,D,True,True,Large Individual Contributions,4766593,0.5603
Georgia,GA06,Lucy McBath,D,True,True,PAC Contributions*,869818,0.10220000000000001
Georgia,GA06,Lucy McBath,D,True,True,Candidate self-financing,0,0.0
Georgia,GA06,Lucy McBath,D,True,True,Other,610697,0.0718
Georgia,GA06,Karen Handel,R,False,False,Small Individual Contributions (≤ $200),591150,0.1953
Georgia,GA06,Karen Handel,R,False,False,Large Individual Contributions,1913095,0.6322
Georgia,GA06,Karen Handel,R,False,False,PAC Contributions*,428050,0.1414
Georgia,GA06,Karen Handel,R,False,False,Candidate self-financing,0,0.0
Georgia,GA06,Karen Handel,R,False,False,Other,93949,0.031
Georgia,GA07,Carolyn Bourdeaux,D,False,True,Small Individual Contributions (≤ $200),846692,0.1649
Georgia,GA07,Carolyn Bourdeaux,D,False,True,Large Individual Contributions,3629505,0.7071
Georgia,GA07,Carolyn Bourdeaux,D,False,True,PAC Contributions*,436794,0.0851
Georgia,GA07,Carolyn Bourdeaux,D,False,True,Candidate self-financing,0,0.0
Georgia,GA07,Carolyn Bourdeaux,D,False,True,Other,220253,0.0429
Georgia,GA07,Richard McCormick,R,False,False,Small Individual Contributions (≤ $200),250308,0.0964
Georgia,GA07,Richard McCormick,R,False,False,Large Individual Contributions,1431577,0.5516
Georgia,GA07,Richard McCormick,R,False,False,PAC Contributions*,339549,0.1308
Georgia,GA07,Richard McCormick,R,False,False,Candidate self-financing,524639,0.2021
Georgia,GA07,Richard McCormick,R,False,False,Other,49374,0.019
Georgia,GA08,Austin Scott,R,True,True,Small Individual Contributions (≤ $200),7208,0.0088
Georgia,GA08,Austin Scott,R,True,True,Large Individual Contributions,278500,0.3389
Georgia,GA08,Austin Scott,R,True,True,PAC Contributions*,542300,0.6598999999999999
Georgia,GA08,Austin Scott,R,True,True,Candidate self-financing,0,0.0
Georgia,GA08,Austin Scott,R,True,True,Other,-6263,-0.0076
Georgia,GA08,Jimmy Cooper,3,False,False,Small Individual Contributions (≤ $200),1499,0.17550000000000002
Georgia,GA08,Jimmy Cooper,3,False,False,Large Individual Contributions,2890,0.3383
Georgia,GA08,Jimmy Cooper,3,False,False,PAC Contributions*,0,0.0
Georgia,GA08,Jimmy Cooper,3,False,False,Candidate self-financing,3553,0.41590000000000005
Georgia,GA08,Jimmy Cooper,3,False,False,Other,600,0.0702
Georgia,GA08,Lindsay Holliday,D,False,False,Small Individual Contributions (≤ $200),260,0.0348
Georgia,GA08,Lindsay Holliday,D,False,False,Large Individual Contributions,0,0.0
Georgia,GA08,Lindsay Holliday,D,False,False,PAC Contributions*,0,0.0
Georgia,GA08,Lindsay Holliday,D,False,False,Candidate self-financing,7220,0.9652
Georgia,GA08,Lindsay Holliday,D,False,False,Other,0,0.0
Georgia,GA09,Andrew Clyde,R,False,True,Small Individual Contributions (≤ $200),20296,0.0129
Georgia,GA09,Andrew Clyde,R,False,True,Large Individual Contributions,210030,0.1338
Georgia,GA09,Andrew Clyde,R,False,True,PAC Contributions*,153800,0.098
Georgia,GA09,Andrew Clyde,R,False,True,Candidate self-financing,1180298,0.7521
Georgia,GA09,Andrew Clyde,R,False,True,Other,5000,0.0032
Georgia,GA09,Devin Pandy,D,False,False,Small Individual Contributions (≤ $200),46111,0.5472
Georgia,GA09,Devin Pandy,D,False,False,Large Individual Contributions,38246,0.45380000000000004
Georgia,GA09,Devin Pandy,D,False,False,PAC Contributions*,74,0.0009
Georgia,GA09,Devin Pandy,D,False,False,Candidate self-financing,0,0.0
Georgia,GA09,Devin Pandy,D,False,False,Other,-159,-0.0019
Georgia,GA10,Jody Hice,R,True,True,Small Individual Contributions (≤ $200),24038,0.0403
Georgia,GA10,Jody Hice,R,True,True,Large Individual Contributions,385609,0.6470999999999999
Georgia,GA10,Jody Hice,R,True,True,PAC Contributions*,191350,0.3211
Georgia,GA10,Jody Hice,R,True,True,Candidate self-financing,0,0.0
Georgia,GA10,Jody Hice,R,True,True,Other,-5050,-0.0085
Georgia,GA10,Tabitha Johnson-Green,D,False,False,Small Individual Contributions (≤ $200),7887,0.5326
Georgia,GA10,Tabitha Johnson-Green,D,False,False,Large Individual Contributions,7110,0.48009999999999997
Georgia,GA10,Tabitha Johnson-Green,D,False,False,PAC Contributions*,0,0.0
Georgia,GA10,Tabitha Johnson-Green,D,False,False,Candidate self-financing,0,0.0
Georgia,GA10,Tabitha Johnson-Green,D,False,False,Other,-189,-0.0128
Georgia,GA11,Barry Loudermilk,R,True,True,Small Individual Contributions (≤ $200),19924,0.0227
Georgia,GA11,Barry Loudermilk,R,True,True,Large Individual Contributions,217113,0.2473
Georgia,GA11,Barry Loudermilk,R,True,True,PAC Contributions*,638050,0.7269
Georgia,GA11,Barry Loudermilk,R,True,True,Candidate self-financing,0,0.0
Georgia,GA11,Barry Loudermilk,R,True,True,Other,2680,0.0031
Georgia,GA11,Dana Barrett,D,False,False,Small Individual Contributions (≤ $200),98681,0.2439
Georgia,GA11,Dana Barrett,D,False,False,Large Individual Contributions,294008,0.7265999999999999
Georgia,GA11,Dana Barrett,D,False,False,PAC Contributions*,3571,0.0088
Georgia,GA11,Dana Barrett,D,False,False,Candidate self-financing,8365,0.0207
Georgia,GA11,Dana Barrett,D,False,False,Other,0,0.0
Georgia,GA12,Richard W Allen,R,True,True,Small Individual Contributions (≤ $200),79874,0.065
Georgia,GA12,Richard W Allen,R,True,True,Large Individual Contributions,800881,0.6517000000000001
Georgia,GA12,Richard W Allen,R,True,True,PAC Contributions*,344250,0.2801
Georgia,GA12,Richard W Allen,R,True,True,Candidate self-financing,0,0.0
Georgia,GA12,Richard W Allen,R,True,True,Other,3965,0.0032
Georgia,GA12,Liz Johnson,D,False,False,Small Individual Contributions (≤ $200),24933,0.34600000000000003
Georgia,GA12,Liz Johnson,D,False,False,Large Individual Contributions,44652,0.6196
Georgia,GA12,Liz Johnson,D,False,False,PAC Contributions*,2576,0.035699999999999996
Georgia,GA12,Liz Johnson,D,False,False,Candidate self-financing,0,0.0
Georgia,GA12,Liz Johnson,D,False,False,Other,-100,-0.0014000000000000002
Georgia,GA13,David Scott,D,True,True,Small Individual Contributions (≤ $200),2322,0.0019
Georgia,GA13,David Scott,D,True,True,Large Individual Contributions,181888,0.15039999999999998
Georgia,GA13,David Scott,D,True,True,PAC Contributions*,1025900,0.8481000000000001
Georgia,GA13,David Scott,D,True,True,Candidate self-financing,0,0.0
Georgia,GA13,David Scott,D,True,True,Other,-496,-0.0004
Georgia,GA13,Becky Hites,R,False,False,Small Individual Contributions (≤ $200),7246,0.11410000000000001
Georgia,GA13,Becky Hites,R,False,False,Large Individual Contributions,37883,0.5965
Georgia,GA13,Becky Hites,R,False,False,PAC Contributions*,0,0.0
Georgia,GA13,Becky Hites,R,False,False,Candidate self-financing,18380,0.2894
Georgia,GA13,Becky Hites,R,False,False,Other,0,0.0
Georgia,GA13,Martin Cowen,L,False,False,Small Individual Contributions (≤ $200),1510,0.11220000000000001
Georgia,GA13,Martin Cowen,L,False,False,Large Individual Contributions,4550,0.33799999999999997
Georgia,GA13,Martin Cowen,L,False,False,PAC Contributions*,0,0.0
Georgia,GA13,Martin Cowen,L,False,False,Candidate self-financing,0,0.0
Georgia,GA13,Martin Cowen,L,False,False,Other,7400,0.5498
Georgia,GA14,Marjorie Taylor Greene,R,False,True,Small Individual Contributions (≤ $200),944274,0.3636
Georgia,GA14,Marjorie Taylor Greene,R,False,True,Large Individual Contributions,654745,0.2521
Georgia,GA14,Marjorie Taylor Greene,R,False,True,PAC Contributions*,54750,0.021099999999999997
Georgia,GA14,Marjorie Taylor Greene,R,False,True,Candidate self-financing,953650,0.36719999999999997
Georgia,GA14,Marjorie Taylor Greene,R,False,True,Other,-10504,-0.004
Hawaii,HI01,Ed Case,D,True,False,Small Individual Contributions (≤ $200),37044,0.0729
Hawaii,HI01,Ed Case,D,True,False,Large Individual Contributions,165750,0.3261
Hawaii,HI01,Ed Case,D,True,False,PAC Contributions*,403562,0.794
Hawaii,HI01,Ed Case,D,True,False,Candidate self-financing,0,0.0
Hawaii,HI01,Ed Case,D,True,False,Other,-98106,-0.193
Hawaii,HI01,Ron Curtis,R,False,False,Small Individual Contributions (≤ $200),3127,0.2494
Hawaii,HI01,Ron Curtis,R,False,False,Large Individual Contributions,576,0.046
Hawaii,HI01,Ron Curtis,R,False,False,PAC Contributions*,0,0.0
Hawaii,HI01,Ron Curtis,R,False,False,Candidate self-financing,8834,0.7045999999999999
Hawaii,HI01,Ron Curtis,R,False,False,Other,0,0.0
Hawaii,HI02,Kai Kahele,D,False,True,Small Individual Contributions (≤ $200),236656,0.19149999999999998
Hawaii,HI02,Kai Kahele,D,False,True,Large Individual Contributions,636809,0.5154
Hawaii,HI02,Kai Kahele,D,False,True,PAC Contributions*,348062,0.2817
Hawaii,HI02,Kai Kahele,D,False,True,Candidate self-financing,788,0.0006
Hawaii,HI02,Kai Kahele,D,False,True,Other,13208,0.010700000000000001
Hawaii,HI02,Joe Akana,R,False,False,Small Individual Contributions (≤ $200),9453,0.17329999999999998
Hawaii,HI02,Joe Akana,R,False,False,Large Individual Contributions,31571,0.5789
Hawaii,HI02,Joe Akana,R,False,False,PAC Contributions*,48,0.0009
Hawaii,HI02,Joe Akana,R,False,False,Candidate self-financing,13176,0.2416
Hawaii,HI02,Joe Akana,R,False,False,Other,286,0.0052
Hawaii,HI02,Jonathan Hoomanawanui,3,False,False,Small Individual Contributions (≤ $200),23,0.012199999999999999
Hawaii,HI02,Jonathan Hoomanawanui,3,False,False,Large Individual Contributions,0,0.0
Hawaii,HI02,Jonathan Hoomanawanui,3,False,False,PAC Contributions*,0,0.0
Hawaii,HI02,Jonathan Hoomanawanui,3,False,False,Candidate self-financing,1860,0.9878
Hawaii,HI02,Jonathan Hoomanawanui,3,False,False,Other,0,0.0
Idaho,ID01,Russ Fulcher,R,True,True,Small Individual Contributions (≤ $200),13237,0.023
Idaho,ID01,Russ Fulcher,R,True,True,Large Individual Contributions,205925,0.3578
Idaho,ID01,Russ Fulcher,R,True,True,PAC Contributions*,358050,0.6222
Idaho,ID01,Russ Fulcher,R,True,True,Candidate self-financing,0,0.0
Idaho,ID01,Russ Fulcher,R,True,True,Other,-1726,-0.003
Idaho,ID01,Rudy Soto,D,False,False,Small Individual Contributions (≤ $200),113130,0.3735
Idaho,ID01,Rudy Soto,D,False,False,Large Individual Contributions,167256,0.5522
Idaho,ID01,Rudy Soto,D,False,False,PAC Contributions*,17050,0.056299999999999996
Idaho,ID01,Rudy Soto,D,False,False,Candidate self-financing,0,0.0
Idaho,ID01,Rudy Soto,D,False,False,Other,5466,0.018000000000000002
Idaho,ID02,Mike Simpson,R,True,True,Small Individual Contributions (≤ $200),10383,0.0103
Idaho,ID02,Mike Simpson,R,True,True,Large Individual Contributions,249860,0.2477
Idaho,ID02,Mike Simpson,R,True,True,PAC Contributions*,749853,0.7433
Idaho,ID02,Mike Simpson,R,True,True,Candidate self-financing,0,0.0
Idaho,ID02,Mike Simpson,R,True,True,Other,-1250,-0.0012
Idaho,ID02,Aaron Swisher,D,False,False,Small Individual Contributions (≤ $200),24883,0.3521
Idaho,ID02,Aaron Swisher,D,False,False,Large Individual Contributions,41573,0.5882000000000001
Idaho,ID02,Aaron Swisher,D,False,False,PAC Contributions*,4000,0.056600000000000004
Idaho,ID02,Aaron Swisher,D,False,False,Candidate self-financing,100,0.0014000000000000002
Idaho,ID02,Aaron Swisher,D,False,False,Other,119,0.0017000000000000001
Illinois,IL01,Bobby L Rush,D,True,True,Small Individual Contributions (≤ $200),1015,0.0019
Illinois,IL01,Bobby L Rush,D,True,True,Large Individual Contributions,75470,0.1394
Illinois,IL01,Bobby L Rush,D,True,True,PAC Contributions*,466500,0.8615999999999999
Illinois,IL01,Bobby L Rush,D,True,True,Candidate self-financing,0,0.0
Illinois,IL01,Bobby L Rush,D,True,True,Other,-1550,-0.0029
Illinois,IL01,Philanise White,R,False,False,Small Individual Contributions (≤ $200),3831,0.6092
Illinois,IL01,Philanise White,R,False,False,Large Individual Contributions,2458,0.3908
Illinois,IL01,Philanise White,R,False,False,PAC Contributions*,0,0.0
Illinois,IL01,Philanise White,R,False,False,Candidate self-financing,0,0.0
Illinois,IL01,Philanise White,R,False,False,Other,0,0.0
Illinois,IL02,Robin Kelly,D,True,True,Small Individual Contributions (≤ $200),73411,0.0449
Illinois,IL02,Robin Kelly,D,True,True,Large Individual Contributions,489217,0.2993
Illinois,IL02,Robin Kelly,D,True,True,PAC Contributions*,1061576,0.6494
Illinois,IL02,Robin Kelly,D,True,True,Candidate self-financing,250,0.0002
Illinois,IL02,Robin Kelly,D,True,True,Other,10329,0.0063
Illinois,IL03,Marie Newman,D,False,True,Small Individual Contributions (≤ $200),1006610,0.3592
Illinois,IL03,Marie Newman,D,False,True,Large Individual Contributions,1488551,0.5312
Illinois,IL03,Marie Newman,D,False,True,PAC Contributions*,331790,0.1184
Illinois,IL03,Marie Newman,D,False,True,Candidate self-financing,3778,0.0013
Illinois,IL03,Marie Newman,D,False,True,Other,-28635,-0.0102
Illinois,IL03,Mike Fricilone,R,False,False,Small Individual Contributions (≤ $200),27994,0.21789999999999998
Illinois,IL03,Mike Fricilone,R,False,False,Large Individual Contributions,60355,0.4698
Illinois,IL03,Mike Fricilone,R,False,False,PAC Contributions*,0,0.0
Illinois,IL03,Mike Fricilone,R,False,False,Candidate self-financing,39009,0.3037
Illinois,IL03,Mike Fricilone,R,False,False,Other,1100,0.0086
Illinois,IL04,Jesus Garcia,D,True,True,Small Individual Contributions (≤ $200),42221,0.0513
Illinois,IL04,Jesus Garcia,D,True,True,Large Individual Contributions,348452,0.4235
Illinois,IL04,Jesus Garcia,D,True,True,PAC Contributions*,415300,0.5047
Illinois,IL04,Jesus Garcia,D,True,True,Candidate self-financing,0,0.0
Illinois,IL04,Jesus Garcia,D,True,True,Other,16872,0.020499999999999997
Illinois,IL04,Jesus Solorio Jr,R,False,False,Small Individual Contributions (≤ $200),565,0.2736
Illinois,IL04,Jesus Solorio Jr,R,False,False,Large Individual Contributions,1500,0.7264
Illinois,IL04,Jesus Solorio Jr,R,False,False,PAC Contributions*,0,0.0
Illinois,IL04,Jesus Solorio Jr,R,False,False,Candidate self-financing,0,0.0
Illinois,IL04,Jesus Solorio Jr,R,False,False,Other,0,0.0
Illinois,IL05,Mike Quigley,D,True,True,Small Individual Contributions (≤ $200),17760,0.0152
Illinois,IL05,Mike Quigley,D,True,True,Large Individual Contributions,371886,0.31739999999999996
Illinois,IL05,Mike Quigley,D,True,True,PAC Contributions*,763454,0.6517000000000001
Illinois,IL05,Mike Quigley,D,True,True,Candidate self-financing,0,0.0
Illinois,IL05,Mike Quigley,D,True,True,Other,18407,0.015700000000000002
Illinois,IL06,Sean Casten,D,True,True,Small Individual Contributions (≤ $200),890473,0.1595
Illinois,IL06,Sean Casten,D,True,True,Large Individual Contributions,3590925,0.6433
Illinois,IL06,Sean Casten,D,True,True,PAC Contributions*,1051681,0.1884
Illinois,IL06,Sean Casten,D,True,True,Candidate self-financing,0,0.0
Illinois,IL06,Sean Casten,D,True,True,Other,49099,0.0088
Illinois,IL06,Jeanne Ives,R,False,False,Small Individual Contributions (≤ $200),882083,0.2793
Illinois,IL06,Jeanne Ives,R,False,False,Large Individual Contributions,2036939,0.6451
Illinois,IL06,Jeanne Ives,R,False,False,PAC Contributions*,193775,0.061399999999999996
Illinois,IL06,Jeanne Ives,R,False,False,Candidate self-financing,100,0.0
Illinois,IL06,Jeanne Ives,R,False,False,Other,44874,0.014199999999999999
Illinois,IL06,Bill Redpath,L,False,False,Small Individual Contributions (≤ $200),2287,0.2325
Illinois,IL06,Bill Redpath,L,False,False,Large Individual Contributions,4425,0.4498
Illinois,IL06,Bill Redpath,L,False,False,PAC Contributions*,100,0.0102
Illinois,IL06,Bill Redpath,L,False,False,Candidate self-financing,3025,0.3075
Illinois,IL06,Bill Redpath,L,False,False,Other,0,0.0
Illinois,IL07,Danny K Davis,D,True,True,Small Individual Contributions (≤ $200),11371,0.0209
Illinois,IL07,Danny K Davis,D,True,True,Large Individual Contributions,50800,0.0933
Illinois,IL07,Danny K Davis,D,True,True,PAC Contributions*,487153,0.8944
Illinois,IL07,Danny K Davis,D,True,True,Candidate self-financing,0,0.0
Illinois,IL07,Danny K Davis,D,True,True,Other,-4633,-0.0085
Illinois,IL07,Tracy Jennings,3,False,False,Small Individual Contributions (≤ $200),7116,0.109
Illinois,IL07,Tracy Jennings,3,False,False,Large Individual Contributions,47377,0.7256999999999999
Illinois,IL07,Tracy Jennings,3,False,False,PAC Contributions*,0,0.0
Illinois,IL07,Tracy Jennings,3,False,False,Candidate self-financing,10790,0.1653
Illinois,IL07,Tracy Jennings,3,False,False,Other,0,0.0
Illinois,IL08,Raja Krishnamoorthi,D,True,True,Small Individual Contributions (≤ $200),570303,0.0897
Illinois,IL08,Raja Krishnamoorthi,D,True,True,Large Individual Contributions,4811472,0.7567
Illinois,IL08,Raja Krishnamoorthi,D,True,True,PAC Contributions*,991009,0.1558
Illinois,IL08,Raja Krishnamoorthi,D,True,True,Candidate self-financing,1906,0.0003
Illinois,IL08,Raja Krishnamoorthi,D,True,True,Other,-15811,-0.0025
Illinois,IL09,Jan Schakowsky,D,True,True,Small Individual Contributions (≤ $200),291885,0.1591
Illinois,IL09,Jan Schakowsky,D,True,True,Large Individual Contributions,1072477,0.5845
Illinois,IL09,Jan Schakowsky,D,True,True,PAC Contributions*,483275,0.2634
Illinois,IL09,Jan Schakowsky,D,True,True,Candidate self-financing,0,0.0
Illinois,IL09,Jan Schakowsky,D,True,True,Other,-12837,-0.006999999999999999
Illinois,IL09,Sargis Sangari,R,False,False,Small Individual Contributions (≤ $200),8214,0.2323
Illinois,IL09,Sargis Sangari,R,False,False,Large Individual Contributions,22350,0.632
Illinois,IL09,Sargis Sangari,R,False,False,PAC Contributions*,1500,0.0424
Illinois,IL09,Sargis Sangari,R,False,False,Candidate self-financing,0,0.0
Illinois,IL09,Sargis Sangari,R,False,False,Other,3300,0.0933
Illinois,IL10,Brad Schneider,D,True,True,Small Individual Contributions (≤ $200),307086,0.0888
Illinois,IL10,Brad Schneider,D,True,True,Large Individual Contributions,1884525,0.5447
Illinois,IL10,Brad Schneider,D,True,True,PAC Contributions*,1283262,0.3709
Illinois,IL10,Brad Schneider,D,True,True,Candidate self-financing,0,0.0
Illinois,IL10,Brad Schneider,D,True,True,Other,-15360,-0.0044
Illinois,IL10,Valerie Ramirez Mukherjee,R,False,False,Small Individual Contributions (≤ $200),3824,0.0294
Illinois,IL10,Valerie Ramirez Mukherjee,R,False,False,Large Individual Contributions,18601,0.14279999999999998
Illinois,IL10,Valerie Ramirez Mukherjee,R,False,False,PAC Contributions*,5000,0.0384
Illinois,IL10,Valerie Ramirez Mukherjee,R,False,False,Candidate self-financing,102800,0.7894
Illinois,IL10,Valerie Ramirez Mukherjee,R,False,False,Other,0,0.0
Illinois,IL11,Bill Foster,D,True,True,Small Individual Contributions (≤ $200),211535,0.0888
Illinois,IL11,Bill Foster,D,True,True,Large Individual Contributions,1042097,0.4376
Illinois,IL11,Bill Foster,D,True,True,PAC Contributions*,912000,0.38299999999999995
Illinois,IL11,Bill Foster,D,True,True,Candidate self-financing,0,0.0
Illinois,IL11,Bill Foster,D,True,True,Other,215722,0.0906
Illinois,IL11,Rick Laib,R,False,False,Small Individual Contributions (≤ $200),9667,0.4752
Illinois,IL11,Rick Laib,R,False,False,Large Individual Contributions,7266,0.35719999999999996
Illinois,IL11,Rick Laib,R,False,False,PAC Contributions*,50,0.0025
Illinois,IL11,Rick Laib,R,False,False,Candidate self-financing,1600,0.0787
Illinois,IL11,Rick Laib,R,False,False,Other,1760,0.08650000000000001
Illinois,IL12,Mike Bost,R,True,True,Small Individual Contributions (≤ $200),98481,0.0513
Illinois,IL12,Mike Bost,R,True,True,Large Individual Contributions,650000,0.3389
Illinois,IL12,Mike Bost,R,True,True,PAC Contributions*,1030395,0.5372
Illinois,IL12,Mike Bost,R,True,True,Candidate self-financing,0,0.0
Illinois,IL12,Mike Bost,R,True,True,Other,139165,0.0726
Illinois,IL12,Ray Lenzi,D,False,False,Small Individual Contributions (≤ $200),19999,0.124
Illinois,IL12,Ray Lenzi,D,False,False,Large Individual Contributions,64306,0.3986
Illinois,IL12,Ray Lenzi,D,False,False,PAC Contributions*,17260,0.107
Illinois,IL12,Ray Lenzi,D,False,False,Candidate self-financing,58209,0.3608
Illinois,IL12,Ray Lenzi,D,False,False,Other,1550,0.0096
Illinois,IL13,Rodney Davis,R,True,True,Small Individual Contributions (≤ $200),472726,0.0956
Illinois,IL13,Rodney Davis,R,True,True,Large Individual Contributions,1558527,0.3153
Illinois,IL13,Rodney Davis,R,True,True,PAC Contributions*,2862033,0.579
Illinois,IL13,Rodney Davis,R,True,True,Candidate self-financing,0,0.0
Illinois,IL13,Rodney Davis,R,True,True,Other,50173,0.0101
Illinois,IL13,Betsy Dirksen Londrigan,D,False,False,Small Individual Contributions (≤ $200),670496,0.1266
Illinois,IL13,Betsy Dirksen Londrigan,D,False,False,Large Individual Contributions,3629653,0.6851999999999999
Illinois,IL13,Betsy Dirksen Londrigan,D,False,False,PAC Contributions*,652387,0.1232
Illinois,IL13,Betsy Dirksen Londrigan,D,False,False,Candidate self-financing,100,0.0
Illinois,IL13,Betsy Dirksen Londrigan,D,False,False,Other,344371,0.065
Illinois,IL14,Lauren A Underwood,D,True,True,Small Individual Contributions (≤ $200),1729365,0.2216
Illinois,IL14,Lauren A Underwood,D,True,True,Large Individual Contributions,4584947,0.5875
Illinois,IL14,Lauren A Underwood,D,True,True,PAC Contributions*,901053,0.1155
Illinois,IL14,Lauren A Underwood,D,True,True,Candidate self-financing,0,0.0
Illinois,IL14,Lauren A Underwood,D,True,True,Other,588213,0.0754
Illinois,IL14,Jim Oberweis,R,False,False,Small Individual Contributions (≤ $200),190591,0.0781
Illinois,IL14,Jim Oberweis,R,False,False,Large Individual Contributions,1006490,0.4127
Illinois,IL14,Jim Oberweis,R,False,False,PAC Contributions*,146930,0.0602
Illinois,IL14,Jim Oberweis,R,False,False,Candidate self-financing,849179,0.3482
Illinois,IL14,Jim Oberweis,R,False,False,Other,245667,0.1007
Illinois,IL15,Mary Miller,R,False,True,Small Individual Contributions (≤ $200),94735,0.1375
Illinois,IL15,Mary Miller,R,False,True,Large Individual Contributions,351687,0.5104
Illinois,IL15,Mary Miller,R,False,True,PAC Contributions*,176585,0.2563
Illinois,IL15,Mary Miller,R,False,True,Candidate self-financing,0,0.0
Illinois,IL15,Mary Miller,R,False,True,Other,66050,0.0959
Illinois,IL15,Erika Weaver,D,False,False,Small Individual Contributions (≤ $200),30403,0.518
Illinois,IL15,Erika Weaver,D,False,False,Large Individual Contributions,13717,0.23370000000000002
Illinois,IL15,Erika Weaver,D,False,False,PAC Contributions*,65,0.0011
Illinois,IL15,Erika Weaver,D,False,False,Candidate self-financing,0,0.0
Illinois,IL15,Erika Weaver,D,False,False,Other,14504,0.24710000000000001
Illinois,IL16,Adam Kinzinger,R,True,True,Small Individual Contributions (≤ $200),95788,0.0455
Illinois,IL16,Adam Kinzinger,R,True,True,Large Individual Contributions,556977,0.2645
Illinois,IL16,Adam Kinzinger,R,True,True,PAC Contributions*,422527,0.2007
Illinois,IL16,Adam Kinzinger,R,True,True,Candidate self-financing,0,0.0
Illinois,IL16,Adam Kinzinger,R,True,True,Other,1030444,0.4894
Illinois,IL16,Dani Brzozowski,D,False,False,Small Individual Contributions (≤ $200),133245,0.2901
Illinois,IL16,Dani Brzozowski,D,False,False,Large Individual Contributions,299561,0.6520999999999999
Illinois,IL16,Dani Brzozowski,D,False,False,PAC Contributions*,15900,0.0346
Illinois,IL16,Dani Brzozowski,D,False,False,Candidate self-financing,250,0.0005
Illinois,IL16,Dani Brzozowski,D,False,False,Other,10388,0.0226
Illinois,IL17,Cheri Bustos,D,True,True,Small Individual Contributions (≤ $200),622666,0.1252
Illinois,IL17,Cheri Bustos,D,True,True,Large Individual Contributions,1899871,0.38189999999999996
Illinois,IL17,Cheri Bustos,D,True,True,PAC Contributions*,2349415,0.4722
Illinois,IL17,Cheri Bustos,D,True,True,Candidate self-financing,0,0.0
Illinois,IL17,Cheri Bustos,D,True,True,Other,103240,0.0208
Illinois,IL17,Esther Joy King,R,False,False,Small Individual Contributions (≤ $200),346957,0.1707
Illinois,IL17,Esther Joy King,R,False,False,Large Individual Contributions,1330502,0.6545000000000001
Illinois,IL17,Esther Joy King,R,False,False,PAC Contributions*,280945,0.1382
Illinois,IL17,Esther Joy King,R,False,False,Candidate self-financing,12491,0.0060999999999999995
Illinois,IL17,Esther Joy King,R,False,False,Other,61984,0.0305
Illinois,IL18,Darin LaHood,R,True,True,Small Individual Contributions (≤ $200),214115,0.0659
Illinois,IL18,Darin LaHood,R,True,True,Large Individual Contributions,913465,0.2812
Illinois,IL18,Darin LaHood,R,True,True,PAC Contributions*,1904333,0.5863
Illinois,IL18,Darin LaHood,R,True,True,Candidate self-financing,0,0.0
Illinois,IL18,Darin LaHood,R,True,True,Other,216200,0.0666
Indiana,IN01,Frank J. Mrvan,D,False,True,Small Individual Contributions (≤ $200),4038,0.006999999999999999
Indiana,IN01,Frank J. Mrvan,D,False,True,Large Individual Contributions,355435,0.6143
Indiana,IN01,Frank J. Mrvan,D,False,True,PAC Contributions*,215250,0.37200000000000005
Indiana,IN01,Frank J. Mrvan,D,False,True,Candidate self-financing,5600,0.0097
Indiana,IN01,Frank J. Mrvan,D,False,True,Other,-1688,-0.0029
Indiana,IN01,Mark Leyva,R,False,False,Small Individual Contributions (≤ $200),4471,0.2701
Indiana,IN01,Mark Leyva,R,False,False,Large Individual Contributions,11580,0.6995999999999999
Indiana,IN01,Mark Leyva,R,False,False,PAC Contributions*,500,0.0302
